Title,Type,Rating,Vote Count,Start Date,Studio
Stratos 4 Advance: Kanketsu-hen,OVA,9.31,11,"Sep 22, 2006",Studio Fantasia
Stratos 4,TV,8.96,37,"Jan 05, 2003",Studio Fantasia
Stratos 4 Advance,OVA,8.58,15,"Mar 05, 2005",Studio Fantasia
Straw Byururu,TV,6.67,9,"Mar 22, 2010",NHK
Stratos 4 OVA,OVA,8.33,13,"May 28, 2004",Studio Fantasia
"Stratos 4.1 ""CODE: XXX DUTCH ROLL""",SPECIAL,5.5,6,"May 28, 2004",Studio Fantasia
Strawberry 100%,SPECIAL,7.55,20,"Dec 14, 2005",Madhouse
Straw-saurus NEO,SPECIAL,7.46,9,"Mar 23, 2009",NHK
Strawberry 100%,TV,7.93,149,"Apr 06, 2005",Madhouse
Strawberry Marshmallow,TV,8.89,327,"Jul 15, 2005",Daume
Strawberry 100% Special,SPECIAL,7.95,28,"Sep 23, 2004",Madhouse
Strawberry Candy,MOVIE,7.58,12,2020,Geidai Animation
Strawberry Panic,TV,8.77,479,"Apr 04, 2006",Madhouse
Strawberry Marshmallow Encore,OVA,9.32,53,"Jan 23, 2009",Daume
Strawberry Marshmallow OVA,OVA,9.17,67,"Feb 23, 2007",Daume
Street Fighter Alpha: Generations,MOVIE,7.91,21,"Oct 25, 2005",APPP
Stray Cats Overrun!,TV,8.28,337,"Apr 06, 2010",AIC
Street Fighter Alpha,MOVIE,7.33,26,"Dec 22, 1999",Plum
Street Fighter II: Yomigaeru Fujiwara-kyou - Toki wo Kaketa Fighter-tachi,OVA,4.53,16,"Mar 29, 1995",Pierrot
Street Fighter II: The Animated Movie,MOVIE,8.59,85,"Aug 06, 1994",Group TAC
Street Fighter II: The Animated Series,TV,9.14,80,"Apr 10, 1995",Group TAC
Strike the Blood,TV,8.6,3774,"Oct 04, 2013",Connect
Street Fighter IV: Aftermath,SPECIAL,5.75,13,2008,Studio 4°C
Street Fighter IV: The Ties That Bind,OVA,8.67,16,"Feb 12, 2009",Studio 4°C
Strike the Blood IV,OVA,8.99,1455,"Apr 08, 2020",Connect
Strike the Blood FINAL,OVA,8.62,477,"Mar 30, 2022",Connect
Strike the Blood III,OVA,8.7,1257,"Dec 19, 2018",Connect
Strike the Blood: Kingdom of the Valkyria,OVA,9.06,331,"Nov 25, 2015",Barnum Studio
Strike the Blood Second,OVA,8.63,1226,"Nov 23, 2016",Connect
Strike the Blood: Kieta Seisou-hen,OVA,9.16,228,"Jan 29, 2020",Connect
Strike Witches Operation Victory Arrow,OVA,9.02,56,"Dec 12, 2014",Silver Link.
Strike Witches,TV,8.56,272,"Jul 04, 2008",Gonzo
Strike Witches 2,TV,8.42,174,"Jul 08, 2010",AIC Spirits
Strike Witches: 501st JOINT FIGHTER WING Take Off!,TV,9.12,138,"Apr 10, 2019",Acca effe
Strike Witches OVA,OVA,8.96,45,"Jan 01, 2007",Gonzo
Strike Witches: 501 Butai Hasshin Shimasu! Movie,MOVIE,8.44,71,"Oct 04, 2019",Acca effe
Striking Daughter,OVA,4.51,160,2003,add some
Strike Witches: Road to Berlin,TV,7.96,351,"Oct 08, 2020",David Production
Strike Witches: The Movie,MOVIE,8.59,86,"Mar 17, 2012",AIC
Student Council's Holidays,OVA,9.51,64,"Jul 05, 2013",AIC
Student Council's Discretion,TV,9.02,348,"Oct 03, 2009",Studio Deen
Student Council's Discretion Level 2,ONA,9.33,222,"Oct 13, 2012",AIC
Submarine Super 99,TV,9.44,13,"May 08, 2003",Vega Entertainment
Studio Khara vs. CyberConnect2 Gachinko! Animation Taiketsu!,ONA,9.56,11,"Nov 14, 2014",Khara
Submarine 707R,OVA,8.32,17,"Sep 26, 2003",Group TAC
Sugar Apple Fairy Tale Season 2,TV,9.02,2459,"Jul 07, 2023",J.C.Staff
Suddenly Princess,OVA,7.96,10,"Dec 01, 1997",J.C.Staff
Sugar Apple Fairy Tale,TV,8.6,3029,"Jan 06, 2023",J.C.Staff
Sugar Bunnies Chocolate! OVA,SPECIAL,5.5,2,"Feb 04, 2009",Asahi Production
Sugar Bunnies,TV,8.4,13,"Apr 03, 2007",Asahi Production
Sugar Bunnies Chocolate!,TV,8.33,3,"Apr 01, 2008",Asahi Production
Sugar Sugar Rune,TV,9.24,144,"Jul 02, 2005",Pierrot
Sugar Bunnies Fleur,TV,7.67,6,"Apr 07, 2009",Asahi Production
Sugar Bunnies: Taisetsu na Tomodachi e...,SPECIAL,7,3,"Nov 20, 2007",Asahi Production
Suikoden Demon Century,OVA,6.48,15,"Sep 25, 1993",J.C.Staff
Sugar＊Soldier,SPECIAL,8.09,31,"Jan 14, 2014",TV Tokyo
SUGIO: Mori de Koi wo Shite,ONA,5.22,5,"Sep 27, 2015",DLE
Sukeban Deka,OVA,7.23,14,"Apr 21, 1991",SIDO LIMITED
Suite Precure♪,TV,9.08,203,"Feb 06, 2011",Toei Animation
Suite Precure♪: Torimodose! Kokoro ga Tsunagu Kiseki no Melody♪,MOVIE,9.08,24,"Oct 29, 2011",Toei Animation
Sukisho,TV,7.81,149,"Jan 09, 2005",Zexcs
Suki Desu Suzuki-kun!!,OVA,9.8,7,"Dec 18, 2009",add some
Suki na Mono wa Suki Dakara Shou ga Nai!!: Onsen ni Ikou!,SPECIAL,8.02,27,"Sep 23, 2005",Zexcs
Summer Days with Coo,MOVIE,8.53,30,"Jul 28, 2007",Shin-Ei Animation
Sumikkogurashi: Good to be in the corner,MOVIE,8.99,29,"Nov 08, 2019",Fanworks
Sumikkogurashi: The Little Wizard in the Blue Moonlight,MOVIE,9.16,19,"Nov 05, 2021",Fanworks
Summer Time Rendering,TV,8.98,20217,"Apr 15, 2022",OLM
Summer Ghost,MOVIE,9.2,1646,"Nov 12, 2021",Flat Studio
Summer of Fossil Leaves,MOVIE,8.35,24,"Jan 16, 2014",Musashino Art University
Summoned to Another World for a Second Time,TV,6.78,7909,"Apr 09, 2023",Studio elle
Summer Wars,MOVIE,8.91,601,"Aug 01, 2009",Madhouse
Summer's Puke is Winter's Delight,MOVIE,4.29,42,"Apr 12, 2016",Tamabi
Suna no Bara: Yuki no Mokushiroku,OVA,7.65,21,"Apr 25, 1993",J.C.Staff
Sumomomo Momomo: Chijou Saikyou no Yome,TV,8.92,251,"Oct 06, 2006",Studio Hibari
Sumomomo Momomo: Chijou Saikyou no Yome Specials,SPECIAL,8.35,45,"Sep 04, 2007",Studio Hibari
Sunny Ryoko,TV,9.13,44,"Mar 29, 1987",Group TAC
Sunday Without God,TV,8.04,205,"Jul 07, 2013",Madhouse
Sunday Without God: Memories,SPECIAL,8.07,35,"Feb 05, 2014",Madhouse
Super Atragon,OVA,8.44,19,"Dec 21, 1995",Phoenix Entertainment
Sunny Ryoko! You Were There in a Dream,MOVIE,6.6,15,"Oct 01, 1988",Group TAC
Suntory Minami Alps no Tennen Mizu,SPECIAL,8.46,157,"Aug 09, 2016",CoMix Wave Films
Super Buffalo,TV,3.75,5,"Nov 01, 2009",
"Super baby is coming: Mommy,where's my daddy?",ONA,5.93,44,?,
Super Bestial Machine God Dancougar: Blazing Epilogue,OVA,6.72,9,"Dec 16, 1989",Ashi Productions
Super Danganronpa 2.5: Nagito Komaeda and the Destroyer of the World,OVA,9.04,266,"Jan 12, 2017",Lerche
Super Crooks,ONA,8.11,429,"Nov 25, 2021",Bones
Super Cub,TV,9.29,1869,"Apr 07, 2021",Studio Kai
Super Dimension Century Orguss 02,OVA,9.57,13,"Dec 05, 1993",J.C.Staff
Super Demon Hero Wataru,TV,9.98,13,"Oct 02, 1997",Sunrise
Super Dimension Century Orguss,TV,8.14,30,"Jul 03, 1983",Tokyo Movie Shinsha
Super Doll Licca-Chan: Licca-chan Zettai Zetsumei! Doll Knights no Kiseki,MOVIE,8.88,5,"Jul 31, 1999",Madhouse
Super Dimensional Cavalry Southern Cross,TV,8.37,36,"Apr 15, 1984",Tatsunoko Production
Super Doll Licca-Chan,TV,8.9,23,"Oct 06, 1998",Madhouse
Super Dragon Ball Heroes Meteor Mission,ONA,3.62,363,2023,
Super Dragon Ball Heroes,ONA,8.06,1251,"Jul 01, 2018",Toei Animation
Super Dragon Ball Heroes Big Bang Mission,ONA,7.73,137,2021,
Super Dragon Ball Heroes Universe Mission,ONA,8.49,355,"Jul 01, 2018",
Super Dragon Ball Heroes Special Arc,SPECIAL,8.01,225,"Oct 10, 2021",
Super Dragon Ball Heroes Ultra God Mission,ONA,7.81,703,"Feb 23, 2022",
Super GALS,TV,8.05,53,"Apr 01, 2001",Pierrot
Super Dragon Ball Heroes: Decisive Battle! Time Patrol vs. The Dark King,ONA,8.21,14,"Feb 23, 2020",Toei Animation
Super Fishing Grander Musashi [Chinese Dub],TV,6.46,28,"Sep 24, 1997",
Super High Speed Galvion,TV,7.98,18,"Feb 03, 1984",Artmic
Super Heavy God Gravion,TV,8.34,35,"Oct 08, 2002",Gonzo
Super Heavy God Gravion Zwei,TV,7.71,17,"Jan 09, 2004",Gonzo
Super Kuma-san,SPECIAL,4,3,"Jun 01, 2003",Toei Animation
SUPER HXEROS,TV,8,1916,"Jul 04, 2020",Project No.9
Super Kid,MOVIE,4.28,29,"Jul 23, 1994",UM Productions
Super Lovers OVA,OVA,7.98,277,"Jan 01, 2017",Studio Deen
SUPER LOVERS,TV,7.78,1700,"Apr 06, 2016",Studio Deen
SUPER LOVERS 2,TV,7.81,1571,"Jan 12, 2017",Studio Deen
Super Mario's Fire Brigade,OVA,8.94,17,1989,Toei Animation
Super Mario Brothers: Great Mission to Rescue Princess Peach,MOVIE,6.1,52,"Jul 20, 1986",Grouper Productions
Super Mario World: Mario to Yoshi no Bouken Land,OVA,5.48,36,1991,Bandai
Super Pig,TV,9.11,49,"Sep 03, 1994",Nippon Animation
Super Milk-Chan,TV,8.17,22,"Jun 18, 1998",Tokyo Kids
Super Mobile Legend Dinagiga,OVA,5.19,11,"Jul 15, 1998",Studio Deen
Super Robot Wars Original Generation: The Animation,OVA,9.68,18,"May 27, 2005",Brain's Base
Super Robot Wars OG: The Inspector,TV,7.74,47,"Oct 02, 2010",Asahi Production
Super Robot Wars Original Generation: Divine Wars Special,SPECIAL,8.94,9,"Oct 26, 2007",OLM
Super Seisyun Brothers,TV,8.4,45,"Sep 14, 2013",AIC PLUS+
Super Robot Wars The Original Generation: The Divine Wars,TV,8.69,27,"Oct 05, 2006",OLM
Super Secret,ONA,8.45,43,"May 30, 2020",Studio Shelter
Super Star Season 2,ONA,8.12,41,"Mar 30, 2023",ASK Animation Studio
Super Seminary Season 2,ONA,5.85,11,"Jun 05, 2014",
SUPER SHIRO,TV,7.68,72,"Oct 14, 2019",Science SARU
Super Wings 2,TV,3.6,15,"Apr 01, 2017",add some
Super Street Fighter IV,OVA,7.58,25,"Apr 28, 2010",Gonzo
Super Wings,TV,3.83,36,"Sep 01, 2013",add some
Super Wings 5,TV,2.19,16,2022,
Super Wings 3,TV,3.06,17,"Sep 01, 2018",add some
Super Wings 4,TV,1.83,12,2021,
Superbook,TV,8.08,15,"Oct 09, 1981",Tatsunoko Production
Super YoYo,TV,8.48,31,"Nov 30, 1998",Xebec
Super Zugan,TV,9.25,9,"Oct 09, 1992",Studio Deen
Superflat Monogram,SPECIAL,7.88,15,2003,Toei Animation
Superbook 2,TV,5.33,7,"Apr 04, 1983",Tatsunoko Production
Superdimensional Romanesque Samy: Missing 99,OVA,6.3,6,"Jul 05, 1986",Aubec
Superkid (1983),TV,7.1,60,"Apr 04, 1983",Shin-Ei Animation
Superfluid,ONA,6.33,3,"Apr 16, 2007",add some
Superhuman Combat Team Baratack,TV,7.75,5,"Jul 03, 1977",Toei Animation
Supreme Lord of Galaxy,ONA,5.48,223,"Jun 10, 2021",Ruo Hong Culture
Supernatural: The Anime Series,OVA,8.74,101,"Feb 23, 2011",Madhouse
Suppose a Kid from the Last Dungeon Boonies moved to a starter town?,TV,8.21,8303,"Jan 04, 2021",LIDENFILMS
Sushi and Beyond: An English Family Eats New Year's,SPECIAL,3.35,14,"Jan 01, 2016",add some
Supreme Lord of Galaxy Season 2,ONA,6.34,259,"Apr 13, 2022",Ruo Hong Culture
Sushi and Beyond,TV,9.6,21,"Apr 12, 2015",Fanworks
Suzakinishi: THE ANIMATION,TV,7.66,44,"Jul 08, 2015",feel.
Sushi Police,TV,2.4,23,"Jan 07, 2016",KOO-KI
Sushi Sumo,TV,6.29,25,"Apr 03, 2021",Shirogumi
Suzy's Zoo: Daisuki! Witzy - Happy Birthday,SPECIAL,8.5,8,"Dec 02, 2011",Digital Media Lab
Suzuka,TV,8.64,311,"Jul 07, 2005",Studio Comet
Suzume,MOVIE,8.68,5433,"Nov 11, 2022",CoMix Wave Films
Swallowed Star 2nd Season,ONA,8.95,2695,"Dec 29, 2021",Sparkly Key Animation Studio
Suzy's Zoo: I Love Witzy!,TV,4,3,"Apr 03, 2011",Digital Media Lab
Swallowed Star,ONA,8.8,1047,"Nov 29, 2020",Sparkly Key Animation Studio
Swallowtail Butterfly,MOVIE,8,11,"Apr 18, 2007",B&T
Swallowed Star 3,ONA,9.25,501,"Sep 13, 2022",Sparkly Key Animation
Swallowed Star 4,ONA,9.17,801,2023,Sparkly Key Animation
SWARM,ONA,6.22,68,"Jul 29, 2022",Chosen
Swan,MUSIC,5.5,2,"Jul 20, 2017",Space Shower Music
Swan Lake,MOVIE,8.23,18,"Mar 14, 1981",Toei Animation
Sweet Bite Marks,ONA,8.09,649,"Sep 01, 2022",Panda Tower Studio
Sweat Punch,OVA,7.05,21,"Mar 02, 2002",Studio 4°C
Sweet Appetite,MUSIC,8.5,14,"Feb 17, 2023",add some
Sweet Reincarnation,TV,7.92,8273,"Jul 04, 2023",SynergySP
Sweet Blue Flowers,TV,7.68,176,"Jul 02, 2009",J.C.Staff
Sweet First Love,ONA,6.98,62,"Oct 10, 2021",
Sweet Valerian Specials,SPECIAL,7.17,4,"Jun 22, 2005",Madhouse
Sweet Spot,OVA,5.83,11,"Apr 21, 1991",Group TAC
Sweet Valerian,TV,8.8,9,"Aug 01, 2004",Madhouse
Sword Art OFFline,SPECIAL,8.45,344,"Oct 24, 2012",I was a Ballerina
Sweetness & Lightning,TV,9.36,1359,"Jul 05, 2016",TMS Entertainment
Switch,OVA,8.73,30,"Oct 24, 2008",Actas
Sword Art Online,TV,8.39,11302,"Jul 08, 2012",A-1 Pictures
Sword Art Offline II,SPECIAL,8.93,123,"Oct 22, 2014",I was a Ballerina
Sword Art Offline: Extra Edition,SPECIAL,9.14,95,"Apr 23, 2014",I was a Ballerina
Sword Art Online Alternative: Gun Gale Online - Refrain,SPECIAL,8.97,196,"May 13, 2018",Studio 3Hz
Sword Art Online 10th Anniversary - Fanfare in the Azure,ONA,8.76,415,?,
Sword Art Online Alternative: Gun Gale Online,TV,8.98,1449,"Apr 08, 2018",Studio 3Hz
Sword Art Online II: Debriefing,SPECIAL,9.18,86,"Oct 11, 2014",A-1 Pictures
Sword Art Online EXTRA EDITION,SPECIAL,8.8,880,"Dec 31, 2013",A-1 Pictures
Sword Art Online II,TV,8.59,5414,"Jul 05, 2014",A-1 Pictures
Sword Art Online the Movie -Progressive- Scherzo of Deep Night,MOVIE,8.87,2217,"Oct 22, 2022",A-1 Pictures
Sword Art Online Movie: Ordinal Scale - Sword Art Offline,SPECIAL,8.08,136,"Sep 27, 2017",I was a Ballerina
Sword Art Online the Movie -Progressive- Aria of a Starless Night,MOVIE,9.06,3516,"Oct 30, 2021",A-1 Pictures
Sword Art Online: Alicization - Recollection,SPECIAL,8.75,148,"Feb 17, 2019",A-1 Pictures
Sword Art Online the Movie: Ordinal Scale,MOVIE,9.29,2146,"Feb 18, 2017",A-1 Pictures
Sword Art Online: Alicization,TV,8.66,7996,"Oct 07, 2018",A-1 Pictures
Sword Art Online: Alicization - War of Underworld Reflection,SPECIAL,8.69,246,"Oct 06, 2019",A-1 Pictures
Sword Art Online: Alicization - War of Underworld,TV,9.16,3691,"Oct 13, 2019",A-1 Pictures
Sword Art Online: Alicization - War of Underworld Part 2,TV,8.58,6514,"Jul 12, 2020",A-1 Pictures
Sword Dynasty,ONA,7.59,112,"Apr 26, 2017",EMT Squared
Sword Art Online: Alicization - War of Underworld Reminiscence,SPECIAL,8.99,181,"Jul 04, 2020",A-1 Pictures
Sword Art Online: FULLDIVE - Opening Eizou,SPECIAL,9.04,107,"Nov 05, 2022",A-1 Pictures
Sword of the Stranger,MOVIE,9.28,854,"Sep 29, 2007",Bones
Sword Dynasty 2,ONA,6.79,15,"Oct 12, 2017",Magic Bus
Sword for Truth,OVA,6.13,28,"Dec 28, 1990",Magic Bus
Sword Quest,ONA,8.28,97,"Apr 26, 2022",Xing Yi Kai Chen
Sword of the Stranger Pilot,SPECIAL,9.14,44,"Apr 11, 2009",Bones
Sword Oratoria: Is it Wrong to Try to Pick Up Girls in a Dungeon? On the Side,TV,8.98,952,"Apr 15, 2017",J.C.Staff
SWORDGAI The Animation Part II,ONA,5.94,163,"Jul 30, 2018",DLE
Sword Saint of The Ten Realms,ONA,7.71,164,"Jul 01, 2023",Cloud Culture
SWORDGAI The Animation,ONA,7.58,279,"Mar 23, 2018",DLE
Symphogear,TV,8.6,202,"Jan 06, 2012",Satelight
Sylvanian Families - Magic Tricks And Other Adventures,SPECIAL,6.5,2,"Apr 21, 2007",Dyna Method
Sylvanian Families Mini Gekijou: Omoigakenai Okyakusama,OVA,5.5,2,Apr 2005,Dyna Method
Symphogear G,TV,8.8,126,"Jul 05, 2013",Satelight
Symphogear AXZ,TV,9,99,"Jul 02, 2017",Satelight
Symphogear AXZ Omake,SPECIAL,7.9,15,"Nov 29, 2017",Satelight
Symphogear GX Omake,SPECIAL,8.09,11,"Nov 25, 2015",Satelight
Symphogear G: Non-Songs of the Valkyries,SPECIAL,7.42,18,"Feb 05, 2014",Satelight
Symphogear GX,TV,8.76,104,"Jul 04, 2015",Satelight
Symphony in August,MOVIE,8.14,21,"Aug 22, 2009",WAO World
Symphogear XV,TV,9.2,221,"Jul 07, 2019",Satelight
Symphogear XV Omake,SPECIAL,8.63,20,"Dec 04, 2019",Satelight
T7S Longing for Summer Again and Again: Harukaze,MOVIE,7.75,9,"Apr 19, 2017",Chiptune
Synduality Noir,TV,7.99,2473,"Jul 11, 2023",8bit
T.P. Sakura: Time Paladin Sakura,OVA,8.4,8,"Jan 27, 2011",Nomad
Taboo Tattoo,TV,7.42,1571,"Jul 05, 2016",J.C.Staff
Tabi,MOVIE,5.47,12,1973,add some
Tabimachi Lateshow,TV,7.83,13,"Jan 08, 2016",CoMix Wave Films
tactics,TV,7.44,74,"Oct 06, 2004",Studio Deen
Tachiguishi Retsuden,MOVIE,8.6,7,"Apr 08, 2006",Production I.G
Tactical Roar,TV,7.09,35,"Jan 08, 2006",Actas
Taiko Drum Master,TV,9.5,10,"Apr 04, 2005",Studio Bingo
Tada Never Falls In Love,TV,9.11,2775,"Apr 05, 2018",Doga Kobo
Tai Chi Chasers,TV,8.45,34,"Apr 29, 2007",Toei Animation
Taiman Blues: Ladies-hen - Mayumi,OVA,9.2,5,"Apr 05, 1990",Magic Bus
Taiko no Tatsujin: 15 Shuunenkinen Short Animation,ONA,8.33,13,"Jun 25, 2015",Studio Ghibli
Tailenders,MOVIE,8.91,31,"Oct 16, 2009",Picograph
Taisho Baseball Girls,TV,9.54,54,"Jul 03, 2009",J.C.Staff
Taisei Kensetsu: Bosporus Kaikyou Tunnel,SPECIAL,7.33,14,"Dec 14, 2011",CoMix Wave Films
Taisei Kensetsu: Vietnam Noi Bai Kuukou,SPECIAL,7.94,13,"Aug 10, 2014",CoMix Wave Films
Taishou Mebius Line: Chicchai-san - You and I,SPECIAL,7.17,43,"Feb 28, 2018",Studio A-CAT
Taisho Otome Fairy Tale,TV,9.34,3403,"Oct 09, 2021",SynergySP
Taishou Mebius Line: Chicchai-san,TV,7.75,46,"Oct 06, 2017",Studio A-CAT
Takamiya Nasuno Desu!: Teekyuu Spin-off,TV,9.29,19,"Apr 07, 2015",Millepensee
Taiyou no Kiba Dougram,TV,7.29,33,"Oct 23, 1981",Sunrise
Taiyou no Ko Esteban (2012),TV,9.89,17,"Oct 10, 2021",
Take My Brother Away!,TV,9.17,424,"Apr 07, 2017",Fanworks
Takane's Bicycle,SPECIAL,8.07,7,"Jul 06, 2008",A-1 Pictures
Takano Intersection,ONA,9.17,25,?,
Take My Brother Away! 4,TV,9.34,250,"Oct 02, 2020",Fanworks
Take My Brother Away! 2,TV,9.57,361,"Jul 09, 2018",Fanworks
Take My Brother Away! 3,TV,9.38,309,"Oct 07, 2019",Fanworks
takt op.Destiny,TV,8.52,8188,"Oct 06, 2021",Madhouse
Takegami: Guardian of Darkness,OVA,7.85,12,"Mar 23, 1990",J.C.Staff
Tako ni Natta Okaa-san,SPECIAL,8.64,12,"Aug 15, 2003",Shin-Ei Animation
Talentless Nana Mini Anime: Yaminabe Party,SPECIAL,8.45,11,"Dec 23, 2020",Bridge
Takunomi,TV,8.4,117,"Jan 12, 2018",Production IMS
Talentless Nana,TV,7.77,3688,"Oct 04, 2020",Bridge
Tales of Crestoria: The Wake of Sin,SPECIAL,7.04,65,"Oct 18, 2020",Kamikaze Douga
Tales from Earthsea,MOVIE,7.92,211,"Jul 29, 2006",Studio Ghibli
Tales of Byston Well: Garzey's Wing,OVA,6.64,26,"Sep 21, 1996",J.C.Staff
Tales of Demons and Gods Season 6,ONA,8.41,520,"Jan 14, 2023",Ruo Hong Culture
Tales Of Dark River,ONA,7.06,290,"Aug 02, 2023",Passion Paint Animation
Tales of Demons and Gods Season 5,ONA,8.98,817,"Oct 30, 2021",Ruo Hong Culture
Tales of Homeroom,ONA,7.75,9,"Jun 17, 2018",Signal.MD
Tales of Eternia,TV,7.38,23,"Jan 08, 2001",Xebec
Tales of Gekijou,SPECIAL,6.92,6,"Jan 01, 2012",Sunrise
Tales of Phantasia,OVA,8.14,26,"Nov 25, 2004",Actas
Tales of Little Women,TV,7.95,41,"Jan 11, 1987",Nippon Animation
Tales of Luminaria the Fateful Crossroad,ONA,5.71,74,"Jan 21, 2022",Kamikaze Douga
Tales of Symphonia: The Animation - Tethe'alla Arc,OVA,8.01,32,"Mar 25, 2010",ufotable
Tales of Puppet,ONA,6.4,6,"Jun 14, 2018",DLE
Tales of Symphonia: The Animation - Sylvarant Arc,OVA,8.84,47,"Jun 08, 2007",ufotable
Tales of the Abyss Special Fan Disc,SPECIAL,8.24,12,"Dec 22, 2009",Sunrise
Tales of Symphonia: The Animation - The United World Arc,OVA,7.25,29,"Nov 23, 2011",ufotable
Tales of the Abyss,TV,8.2,445,"Oct 03, 2008",Sunrise
Tales of Vesperia ~The First Strike~,MOVIE,9.02,59,"Oct 03, 2009",Production I.G
Tales of the Rays Gekijou,ONA,6.62,14,"Jul 20, 2018",Bandai Namco Pictures
Tales of the Street Corner,MOVIE,8.59,22,"Nov 05, 1962",Mushi Production
Tales of Zestiria the X Season 2,TV,8.87,872,"Jan 08, 2017",ufotable
Tales of Zestiria the X,TV,8.66,950,"Jul 10, 2016",ufotable
Tales of Zestiria the X Prologue: The Age of Chaos,SPECIAL,8.16,169,"Jul 03, 2016",ufotable
Tamako Market Specials,SPECIAL,8.39,57,"Mar 20, 2013",Kyoto Animation
Tamako -love story-,MOVIE,9,1233,"Apr 26, 2014",Kyoto Animation
Tamako Market,TV,9.17,870,"Jan 10, 2013",Kyoto Animation
Tamayura,OVA,9.27,27,"Sep 06, 2010",Hal Film Maker
Tamala 2010: A Punk Cat in Space,MOVIE,7.54,19,"Oct 19, 2002",Kinetique
TAMAYOMI: The Baseball Girls,TV,9.16,293,"Apr 01, 2020",Studio A-CAT
Tamayura: More Aggressive,TV,9.13,43,"Jul 03, 2013",TYO Animations
Tamayura: Hitotose,TV,9.12,70,"Oct 03, 2011",TYO Animations
Tamayura: hitotose - Attakai Kaze no Omoide Nanode,SPECIAL,9.43,15,"Jun 27, 2012",TYO Animations
Tamayura: Sotsugyou Shashin Part 2 - Hibiki,MOVIE,9.31,17,"Aug 29, 2015",TYO Animations
"Tamayura: More Aggressive - Tsuitachi dake no Shuugakuryokou, Nanode",SPECIAL,8.81,19,"Jun 07, 2014",TYO Animations
Tamayura: Sotsugyou Shashin Part 1 - Kizashi,MOVIE,9.08,22,"Apr 04, 2015",TYO Animations
Taming The Possessive Girl,ONA,7.45,43,?,
Tamayura: Sotsugyou Shashin Part 3 - Akogare,MOVIE,9.65,23,"Nov 28, 2015",TYO Animations
Tamayura: Sotsugyou Shashin Part 4 - Ashita,MOVIE,9.92,28,"Apr 02, 2016",TYO Animations
Tanaka-kun wa Kyou mo Kedaruge,ONA,9.23,149,"Apr 07, 2016",Silver Link.
Tanaka-kun is Always Listless,TV,9.27,2071,"Apr 09, 2016",Silver Link.
Tanaka-kun is Always Listless Tokuten,SPECIAL,9.15,253,"Jun 24, 2016",Silver Link.
Tanken Driland,TV,9.28,14,"Jul 07, 2012",Toei Animation
Tanjou: Debut,OVA,6,10,"Oct 21, 1994",Animate Film
Tank S.W.A.T. 01,OVA,4.07,16,"Mar 24, 2006",DOGA Productions
Tantei Opera Milky Holmes the Movie: Milky Holmes' Counterattack,MOVIE,5.74,16,"Feb 27, 2016",J.C.Staff
Tanken Driland: 1000-nen no Mahou,TV,7.5,6,"Apr 06, 2013",Toei Animation
Tantei Kageki Milky Holmes TD,TV,9.83,25,"Jan 03, 2015",Nomad
Tantei Team KZ Jiken Note,TV,8.24,21,"Oct 07, 2015",Signal.MD
Tantei Opera Milky Holmes: Fun Fun Party Night♪ - Ken to Janet no Okurimono,SPECIAL,7.25,4,"Dec 31, 2016",J.C.Staff
Tantei Opera Milky Holmes: Psycho no Aisatsu,SPECIAL,7,6,"Dec 31, 2018",J.C.Staff
Taro the Dragon's Son,MOVIE,8.47,7,"Mar 17, 1979",Toei Animation
Tari Tari,TV,8.6,163,"Jul 01, 2012",P.A. Works
"TARI TARI: Kumottari, Kagayaitari, Mata Itsuka Utattari",SPECIAL,8.79,17,"Dec 17, 2014",P.A. Works
Tatakae! Space Attendant Aoi,MOVIE,6.42,6,"Mar 09, 2019",Keica
Taro's Train,MOVIE,8.57,7,"Jun 18, 1929",add some
Tata's Rainbow Brainstorm S2,ONA,8,9,?,
Tattoon Master,OVA,7.92,17,"Apr 26, 1996",AIC
Tatakae!! Ramenman (Movie),MOVIE,8.5,6,"Jul 09, 1988",Toei Animation
Tatsumi,MOVIE,8.46,9,"May 17, 2011",
Tawawa on Monday 2: Episode 13,SPECIAL,8.71,105,"Dec 24, 2021",Yokohama Animation Lab
Tawawa on Monday,ONA,7.96,1051,"Oct 10, 2016",Pine Jam
Tawawa on Monday 2,ONA,8.36,945,"Sep 20, 2021",Yokohama Animation Lab
Tayo the Little Bus Season 2,TV,4.86,8,"Nov 30, 2011",add some
Tawawa on Monday Specials,SPECIAL,9.25,254,"Dec 29, 2016",Pine Jam
Tayo the Little Bus Season 1,TV,5.58,20,"Aug 23, 2010",add some
Tayo the Little Bus Season 5,TV,4,6,"Aug 29, 2018",add some
Tayo the Little Bus Season 3,TV,3.7,11,"Feb 26, 2014",add some
Tayo the Little Bus Season 4,TV,4.6,11,"Aug 31, 2016",add some
Tayutayu: Pure my heart,SPECIAL,7.58,39,"Jun 25, 2009",Silver Link.
Tayo the Little Bus Season 6,TV,7,6,"Sep 01, 2021",add some
Tayutama: Kiss on my Deity,TV,8.58,308,"Apr 06, 2009",Silver Link.
Tearmoon Empire,TV,8.37,1166,"Oct 08, 2023",Silver Link.
Tea girls,ONA,4.38,9,?,
Teasing Master Takagi-san Season 2,TV,9.19,2376,"Jul 07, 2019",Shin-Ei Animation
Tears to Tiara,TV,8.06,174,"Apr 06, 2009",White Fox
